Profession,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence
5,0.818577612,0.124624245,0.768466371,0.128299992,0.52722552,0.008912349,0.809103901,0.076281578,0.160418599,0.145699767
5,0.431350276,0.433352662,0.767928789,0.146954128,0.802752599,0.081700632,0.578827147,0.008071167,0.012421088,0.153144368
5,0.499552243,0.97132038,0.855847221,0.814169555,0.945781042,0.641660053,0.449084616,0.051405247,0.097555758,0.31749261
5,0.387951455,0.721901132,0.725207873,0.678917969,0.923950329,0.161833744,0.284626341,0.035693442,0.051064657,0.040319472
5,0.151532686,0.147225267,0.870118547,0.964899967,0.076704202,0.38850036,0.008920532,0.180239452,0.116983949,0.071704243
5,0.861657434,0.698761988,0.961605179,0.48087503,0.824433944,0.111109921,0.718456068,0.049250899,0.22704076,0.236173941
5,0.697864987,0.48299145,0.559258667,0.134230997,0.592296503,0.023718478,0.482052108,0.038139747,0.235914691,0.118746273
5,0.645282877,0.130726012,0.364280552,0.173606151,0.00874425,0.152443491,0.581168707,0.102000063,0.782795986,0.256125232
5,0.73736791,0.763897242,0.972084853,0.900832011,0.674152792,0.739437347,0.625241889,0.318026995,0.475098042,0.444446587
5,0.586956918,0.633115996,0.488549377,0.062742453,0.685592063,0.007902886,0.13236065,0.056752488,0.03770915,0.298391496
5,0.309916742,0.343649956,0.556754764,0.288444633,0.945987198,0.01714152,0.562395697,0.027264957,0.049763291,0.268707102
5,0.657419501,0.392353746,0.323959529,0.026549855,0.671551152,0.055518866,0.877752992,0.029090424,0.042643723,0.623220853
5,0.316704318,0.532017033,0.482484544,0.003811259,0.993051457,0.025452446,0.161312151,0.0325502,0.086729593,0.283534991
5,0.947947487,0.258072726,0.969354075,0.482962823,0.641404359,0.001759053,0.870499015,0.104862057,0.093728055,0.189513838
5,0.789797418,0.722543255,0.65290028,0.489644169,0.547065535,0.39269005,0.887348698,0.115616156,0.713419478,0.325835117
5,0.83483268,0.872215414,0.833888722,0.81520965,0.751425224,0.370733185,0.44208722,0.063871342,0.024559956,0.655126543
5,0.804241913,0.260613768,0.491234465,0.115147628,0.709682035,0.038451196,0.696789519,0.142737056,0.193453886,0.183051414
5,0.287446104,0.695124388,0.77906943,0.920734968,0.559556964,0.831713926,0.613617104,0.469289897,0.646472529,0.803578692
5,0.899653126,0.382958384,0.579938395,0.091567638,0.423758387,0.017699997,0.575194133,0.06195269,0.043644738,0.072168729
5,0.580140742,0.249845773,0.48819222,0.072852758,0.551185911,0.012101199,0.895055557,0.053574341,0.11413977,0.587145646
5,0.943333226,0.651265636,0.959337324,0.660965837,0.83704636,0.351993478,0.276642085,0.148121616,0.52524053,0.595614564
5,0.299286788,0.837365599,0.50486886,0.794292928,0.087770878,0.667175826,0.296551991,0.008223902,0.8063258,0.665333376
5,0.474626871,0.488246787,0.186711094,0.128363253,0.232629318,0.129000168,0.581907311,0.078701572,0.123834801,0.349416541
5,0.780911067,0.52541343,0.521161262,0.337456767,0.422751849,0.052903072,0.56253716,0.024449698,0.123373089,0.366701655
5,0.83147817,0.078092528,0.335803475,0.104903112,0.655593301,0.008683578,0.496484718,0.144513578,0.172513277,0.231300646
5,0.839415659,0.788056232,0.782852466,0.503801804,0.823361583,0.390760676,0.435909096,0.131138112,0.421704664,0.254157867
5,0.951036539,0.521870767,0.845077881,0.225740178,0.984841441,0.004236482,0.45538601,0.00115764,0.003450011,0.162598449
5,0.753806706,0.198985267,0.433947472,0.263938284,0.560960602,0.055994775,0.709894565,0.304830166,0.398199807,0.41268488
5,0.895558077,0.389690776,0.772265429,0.358971806,0.425636676,0.03427509,0.683037295,0.063651285,0.215177344,0.336274486
5,0.015263129,0.198573392,0.159707484,0.500013195,0.813960875,0.236359578,0.670076003,0.11360424,0.006564868,0.019573029
5,0.183567845,0.862551109,0.71777732,0.669032101,0.463734918,0.390905676,0.303911726,0.128778297,0.618822685,0.5806692
5,0.402942664,0.219278815,0.508273858,0.242436213,0.227961471,0.151101064,0.473066373,0.443163967,0.402296475,0.286228774
5,0.024482503,0.456619163,0.208721471,0.713844703,0.974748723,0.866530955,0.002447992,0.184718793,0.208860392,0.114693035
5,0.59810263,0.735123354,0.872928001,0.661792538,0.862579816,0.167926502,0.881406598,0.388942729,0.30008469,0.258160531
5,0.643788235,0.719493407,0.656144955,0.291820656,0.862343437,0.200975042,0.590456897,0.150664642,0.594099236,0.626588556
5,0.570512624,0.562916187,0.996486695,0.995044839,0.260400494,0.349225195,0.931713709,0.494557096,0.753105952,0.688724129
5,0.000844403,0.297202946,0.815364794,0.972534674,0.301341423,0.949776053,0.143009538,0.798739097,0.094466082,0.659159533
5,0.408084515,0.341003743,0.499969851,0.159855191,0.826144339,0.072723731,0.45293956,0.036934012,0.158310599,0.081596692
5,0.863727747,0.346661165,0.714750106,0.138503712,0.712196095,0.010271135,0.568022434,0.034536233,0.16948184,0.039351454
5,0.917028446,0.59211957,0.809387536,0.401010477,0.732106564,0.007152119,0.271249019,0.024747118,0.001712374,0.194676381
5,0.797503134,0.870344944,0.668358983,0.846361595,0.771043907,0.303863278,0.626173395,0.016236849,0.014117881,0.655864924
5,0.856760377,0.939580692,0.871223341,0.348433894,0.963666679,0.332398513,0.043184302,0.078535126,0.039186168,0.021732857
5,0.430882553,0.218495858,0.300120846,0.278790924,0.247364702,0.170453792,0.452427701,0.315962084,0.369332325,0.242323781
5,0.727740079,0.226791379,0.690403363,0.038198548,0.662885291,0.062922124,0.18011697,0.226861627,0.61574438,0.060492207
5,0.760359905,0.262814952,0.377728636,0.034677222,0.63987731,0.001904323,0.695323376,0.046987776,0.102211257,0.076430474
5,0.230238651,0.403215781,0.161972065,0.042117281,0.448554972,0.064650506,0.555117985,0.213678285,0.174100729,0.138160902
5,0.997893563,0.485428877,0.323114012,0.038441644,0.771845261,0.006362917,0.388249659,0.093854829,0.056685952,0.158024699
5,0.735942603,0.370416453,0.545544687,0.046287337,0.609942117,0.013359918,0.569338381,0.026510902,0.015236673,0.271180356
5,0.401351995,0.133194551,0.417579243,0.684621899,0.004696746,0.394479594,0.478990159,0.058116309,0.80069812,0.284621631
5,0.356511847,0.583201771,0.76315452,0.402130573,0.768807485,0.066725262,0.383931352,0.019921805,0.091542166,0.074313674
5,0.811635919,0.924097098,0.636699947,0.678275853,0.72029973,0.394951568,0.777751386,0.034716547,0.207021536,0.335448756
5,0.376547725,0.049179413,0.176359086,0.046715165,0.040818458,0.04945554,0.482514296,0.295842135,0.332989566,0.089180505
5,0.602994001,0.587915331,0.940989423,0.084141334,0.91964299,0.033925628,0.561088201,0.049855831,0.270522993,0.090684205
5,0.584316834,0.253348147,0.26273472,0.00232902,0.915877725,0.009089985,0.346973639,0.089632104,0.237922415,0.074967413
5,0.890393265,0.966865465,0.500561328,0.324154138,0.949546927,0.419409781,0.131759895,0.037513327,0.053743364,0.101317722
5,0.685529473,0.959605793,0.970961311,0.919135252,0.95054941,0.531680666,0.653333546,0.117054167,0.141494224,0.257507471
5,0.865415085,0.709944262,0.811863453,0.577155357,0.948283135,0.026694949,0.541263995,0.019894581,0.023179857,0.090870082
5,0.587022867,0.642472861,0.366130705,0.679483586,0.684681915,0.073909272,0.193174497,0.040130648,0.026357398,0.120155127
5,0.929044959,0.405308345,0.990919732,0.771817237,0.772955187,0.049662079,0.676857034,0.086313325,0.016203493,0.236766419
5,0.981660828,0.280545024,0.361226205,0.321813928,0.226734658,0.050998134,0.667247337,0.013246333,0.095985751,0.210236837
5,0.570536794,0.798239039,0.881539524,0.793577693,0.949026614,0.199187852,0.415122525,0.045894346,0.042812399,0.157101669
5,0.888981493,0.285045432,0.191369368,0.011587066,0.394995137,0.006130846,0.665409017,0.087232174,0.612636595,0.220189843
5,0.82414783,0.605806454,0.920757792,0.430545254,0.759237383,0.068911859,0.77629733,0.072708642,0.29909219,0.209421558
5,0.748932509,0.946746113,0.96785935,0.899906461,0.903498481,0.233132519,0.857342938,0.201655315,0.533759715,0.32012255
5,0.884202768,0.785924696,0.867065371,0.230526421,0.887837596,0.084157547,0.680853229,0.012877169,0.298060263,0.125468742
5,0.932852468,0.83835718,0.536935553,0.58895462,0.294469438,0.964823005,0.115302643,0.171527523,0.486810374,0.68884701
5,0.414087753,0.69351241,0.882853614,0.262434881,0.967291237,0.048679528,0.207626818,0.022319169,0.09262237,0.011168989
5,0.851160344,0.466613006,0.740745666,0.146119534,0.675298595,0.013085655,0.610222473,0.0663805,0.098126051,0.24205101
5,0.912909837,0.535562212,0.718276658,0.258592683,0.563154566,0.015267413,0.717039676,0.10767386,0.266302882,0.243297407
5,0.373417488,0.402124884,0.570077492,0.140980144,0.757557032,0.137323956,0.828365965,0.209368104,0.422395276,0.280875482
5,0.599056192,0.289977612,0.564658732,0.212688935,0.476384176,0.139882317,0.453588999,0.026646283,0.400387865,0.289834745
5,0.983331163,0.635704724,0.947590723,0.515786028,0.715546186,0.082119991,0.622729094,0.05871552,0.33583864,0.271939445
5,0.971636455,0.517831238,0.434986052,0.019093915,0.857099254,0.002718945,0.547747946,0.0042524,0.040506852,0.08396802
5,0.83870997,0.596826952,0.564049859,0.336225439,0.432736421,0.395668434,0.670479713,0.036411997,0.458556321,0.533160155
5,0.120800563,0.658592658,0.085798996,0.081172901,0.352480032,0.409228286,0.299730735,0.109732008,0.730770794,0.447171094
5,0.669462349,0.776566487,0.900482,0.631017965,0.719032732,0.486999628,0.767477817,0.118908677,0.370437928,0.521013207
5,0.768281301,0.442327538,0.073573087,1.59E-10,0.5,0.496888823,0.924098435,0.57591145,0.5,0.973371511
5,0.804364371,0.953799611,0.961544162,0.953579833,0.493067828,0.902049057,0.183236151,0.044303683,0.972152833,0.762189159
5,0.757883045,0.273463862,0.585503944,0.024351253,0.757671047,0.047642147,0.784716652,0.040491193,0.284423005,0.119896019
5,0.96900061,0.562041415,0.480023123,0.230757611,0.666620761,0.021482837,0.807258162,0.008378492,0.221665943,0.067131266
5,0.996745952,0.760175386,0.486644528,0.03449237,0.831780199,0.01051159,0.804662527,0.011075235,0.094009297,0.296626659
5,0.457564794,0.705903217,0.72542661,0.488684004,0.800146709,0.05042524,0.435195486,0.02207572,0.045013321,0.059406568
5,0.970914583,0.730437853,0.733757272,0.266287014,0.818307549,0.025017168,0.505935706,0.013065216,0.039263663,0.171453383
5,0.610674697,0.914752389,0.766480635,0.618023656,0.863526748,0.215502215,0.505845535,0.037668834,0.111491248,0.253074207
5,0.927189646,0.379339504,0.967647523,0.236005185,0.537685006,0.043117608,0.947764066,0.49001808,0.349923717,0.58651935
5,0.646206978,0.09294728,0.377593204,0.095017574,0.188261224,0.071158864,0.780131494,0.081407579,0.271603041,0.458793813
5,0.675274497,0.361067928,0.791913005,0.275380436,0.611394973,0.174085122,0.330207628,0.328411659,0.451882168,0.404659727
5,0.519876153,0.798102355,0.702257348,0.892400333,0.5459296,0.125585436,0.24820064,0.195867465,0.11477199,0.714172052
5,0.264281214,0.394242102,0.753155337,0.02152623,0.409466457,0.06405526,0.773750901,0.684393691,0.864614635,0.289500717
5,0.632420372,0.771161382,0.789312464,0.406063494,0.876886916,0.026771362,0.516130914,0.087652688,0.137874731,0.250409932
5,0.802204607,0.664965451,0.564161871,0.111353977,0.805919035,0.197092626,0.614965868,0.044723045,0.288028867,0.330790948
5,0.641678961,0.673241952,0.381983744,0.415115267,0.641025678,0.308982157,0.918027092,0.222151573,0.406231781,0.137815212
5,0.690235802,0.352130679,0.289288307,0.178287747,0.099246061,0.086045808,0.753832317,0.140950528,0.856745874,0.534983375
5,0.082064732,0.017193335,0.052119455,0.069603849,0.028628232,0.438410915,0.946542305,0.813768793,0.80740264,0.525202121
5,0.370590028,0.925036149,0.557689293,0.595678349,0.892295413,0.288776293,0.276575255,0.018838011,0.018943987,0.381012906
5,0.577189007,0.254794003,0.562660809,0.375712487,0.167297257,0.056889725,0.661227926,0.094167761,0.361125489,0.38280659
5,0.892295329,0.817255626,0.911966641,0.498411776,0.757557931,0.079792281,0.253219944,0.166362819,0.142392477,0.214733692
5,0.655461193,0.099652164,0.078463043,0.036080281,0.271775886,0.075532451,0.668520171,0.3592738,0.380553373,0.230196401
5,0.991061786,0.490623023,0.053074132,0.032671515,0.52733015,0.073869664,0.444524266,0.003750998,0.017603999,0.39865107
5,0.603982233,0.855542028,0.574800393,0.47744478,0.884872027,0.492395658,0.485806937,0.113804996,0.268308925,0.375544421
5,0.797418955,0.890675662,0.253530151,0.709465728,0.767638968,0.200842688,0.352594792,0.014015249,0.031014873,0.560020189
5,0.842994204,0.138591009,0.738565691,0.403206359,0.164624053,0.033051236,0.633136137,0.143444693,0.246007456,0.62225731
5,0.57730091,0.804968734,0.619592862,0.480437236,0.733114275,0.214724681,0.454610249,0.067149567,0.400772523,0.136646108
5,0.350943191,0.903264984,0.952373361,0.279713105,0.987057637,0.0903205,0.417355558,0.104851997,0.502355813,0.067481304
5,0.41642431,0.692691521,0.788106708,0.785011104,0.726860968,0.251389837,0.348700691,0.044112007,0.019408503,0.427954378
5,0.52510737,0.279668069,0.641465287,0.25759239,0.67159399,0.316928139,0.399764438,0.636021509,0.763292772,0.137704353
5,0.49816231,0.68410856,0.48990783,0.324460704,0.772942264,0.0988643,0.632019587,0.062265614,0.391700732,0.25075501
5,0.929857365,0.792034489,0.934151085,0.332843226,0.934941557,0.017015023,0.019969809,0.034528261,0.001111605,0.014857755
5,0.914415778,0.624071139,0.8320664,0.210858833,0.755202378,0.069807048,0.80808448,0.205943525,0.35996843,0.333601136
5,0.99992717,0.290989987,0.332078909,0.085799091,0.396480995,0.008974284,0.698920584,0.103298607,0.146778105,0.130715519
5,0.885303512,0.553080224,0.895649316,0.804996816,0.447382357,0.259785575,0.821793182,0.209025822,0.564406171,0.589964532
5,0.967295496,0.192656356,0.686060226,0.140754925,0.739109739,0.001717407,0.289065874,0.171630844,0.116799609,0.09034953
5,0.561121087,0.888103749,0.750249069,0.658101644,0.860781876,0.621675016,0.302209432,0.157661537,0.199145757,0.161876386
5,0.315879029,0.739197998,0.52851165,0.643888474,0.823429183,0.086591272,0.381691468,0.037556594,0.041369239,0.179200073
5,0.403724348,0.420974126,0.124960098,0.055268449,0.283168916,0.093359096,0.469569614,0.06973743,0.185197839,0.22794403
5,0.949375571,0.419237096,0.710347268,0.116926467,0.632242162,0.009450692,0.445814964,0.168013298,0.232845095,0.116618333
5,0.403413172,0.943739621,0.798754543,0.812502556,0.864855467,0.368499667,0.262796355,0.02534574,0.094101699,0.220540372
5,0.779970439,0.747105148,0.57353527,0.020445825,0.974660903,0.017018864,0.392255456,0.014754132,0.081434925,0.261191627
5,0.745416474,0.877260542,0.865328152,0.49408624,0.901424827,0.074111352,0.659672774,0.100086382,0.078880443,0.188568068
5,0.950028018,0.812620982,0.696786458,0.156656927,0.870537655,0.122872135,0.1958964,0.040560954,0.187682275,0.065041793
5,0.733568622,0.354594196,0.292155952,0.659377663,0.338008008,0.408169391,0.937429684,0.611408775,0.62171132,0.84637414
5,0.794758508,0.087432382,0.584586209,0.063134901,0.617521223,0.001729835,0.496236111,0.116638391,0.359518853,0.103797659
5,0.964671168,0.583470219,0.904149697,0.281699308,0.807508494,0.037940005,0.16752843,0.074221634,0.055432699,0.068906843
5,0.848103104,0.434709945,0.808878501,0.321883195,0.346028485,0.138112543,0.633801635,0.067810514,0.340921652,0.513816687
5,0.139675067,0.395809831,0.739553966,0.259599067,0.894391462,0.019686258,0.387830166,0.059224104,0.080412472,0.046855075
5,0.84705269,0.86538874,0.825664007,0.26247075,0.944055858,0.111201063,0.384540815,0.037494783,0.005053665,0.42297171
5,0.743398067,0.80542416,0.167249383,0.406529135,0.706751915,0.763398292,0.84208162,0.10388893,0.115180913,0.903905829
5,0.877305152,0.442211018,0.89551037,0.251683494,0.898324739,0.102351296,0.231654124,0.311185192,0.479699965,0.036677125
5,0.603892889,0.489583542,0.719770956,0.302470503,0.519512201,0.295406911,0.4625457,0.066916311,0.437120487,0.304510795
5,0.622097174,0.012443932,0.064262917,0.178171114,0.048464333,0.086449604,0.747438873,0.668184663,0.74711704,0.718814713
5,0.789554895,0.129089557,0.731164896,0.074247701,0.472574546,0.004870589,0.758127641,0.044594389,0.22760752,0.144512913
5,0.603019279,0.534245637,0.648246848,0.641858616,0.73373026,0.147246358,0.505961658,0.02250151,0.009211723,0.269211643
5,0.874491903,0.439392196,0.746570767,0.211530061,0.436432335,0.063441103,0.427779096,0.044375381,0.157181093,0.433136229
5,0.930605201,0.389190271,0.369090075,0.049825247,0.378275712,0.023537514,0.73549603,0.047122455,0.248495101,0.319920936
5,0.771531418,0.455605173,0.721817909,0.080571136,0.837268455,0.004269263,0.626232093,0.012408381,0.003330223,0.133600711
5,0.919495001,0.123357561,0.630851073,0.329795103,0.19889468,0.014132443,0.477353063,0.362052019,0.485766716,0.539894167
5,0.886021862,0.450564162,0.743389158,0.38153411,0.37179199,0.111732946,0.48325906,0.04816606,0.143384656,0.57563444
5,0.81667126,0.040724229,0.503173138,0.16578079,0.335089171,0.014666151,0.458958674,0.27731518,0.132004074,0.207232103
5,0.983126559,0.011290867,0.186192579,0.010065394,0.126926496,0.006513705,0.898422972,0.468393041,0.757643725,0.378410972
5,0.391276383,0.732373857,0.213366683,0.028959375,0.555457759,0.709559112,0.578067419,0.295765605,0.983925274,0.387796666
5,0.736229332,0.777054878,0.454785004,0.277665766,0.796409391,0.21553339,0.601450029,0.051303818,0.050881489,0.434601577
5,0.567089786,0.582139364,0.897119707,0.054145497,0.827468233,0.210227164,0.875983812,0.450982875,0.742552511,0.284350966
5,0.56286367,0.215875206,0.776774213,0.17239612,0.515250536,0.44740167,0.948807546,0.889571539,0.975696813,0.73225194
5,0.165809665,0.110258497,0.005373213,0.034610914,0.589463807,0.581870823,0.233957635,0.519075388,0.514813701,0.319887535
5,0.517439787,0.237186031,0.657133598,0.043203108,0.560872407,0.188490716,0.751657824,0.591960827,0.674486446,0.211752442
5,0.868815661,0.97374661,0.7639495,0.663495204,0.947004461,0.058338039,0.164567551,0.023363839,0.010689869,0.116137987
5,0.758155976,0.231991307,0.555838457,0.429486391,0.373345982,0.0417638,0.704010755,0.143574832,0.308614261,0.168735634
5,0.70750358,0.541974308,0.685692999,0.90753817,0.490429653,0.237573954,0.524322739,0.123275044,0.011115294,0.666927014
5,0.565554625,0.781377597,0.672534239,0.394126406,0.867307171,0.235737745,0.592828871,0.081233804,0.345843854,0.273504733
5,0.765123619,0.612002792,0.715926875,0.139675198,0.587336864,0.027699247,0.683171747,0.05302848,0.326186242,0.264035621
5,0.921696801,0.986082446,0.928280809,0.683586992,0.936969325,0.44129666,0.24151778,0.101594464,0.395700749,0.357214347
5,0.926595708,0.756770536,0.005466126,0.897381205,0.062398315,0.349688989,0.374509529,0.562177725,0.350764719,0.710104057
5,0.52679459,0.782576159,0.352386108,0.29015542,0.556227071,0.197007478,0.383195506,0.009594776,0.323854225,0.141459969
5,0.766711483,0.023514017,0.809317386,0.00898471,0.347858228,0.007443928,0.372298302,0.492242895,0.672564124,0.114771194
5,0.80572854,0.88501783,0.987506738,0.292248378,0.976059254,0.215803787,0.460059575,0.079834762,0.247265472,0.262721784
5,0.988767489,0.779044572,0.719108521,0.416125008,0.786089206,0.053818578,0.375275512,0.011123404,0.050440012,0.098716536
5,0.648017055,0.99893063,0.481062795,0.87721719,0.5,0.653799535,0.656532951,0.142675878,0.5,0.887503694
5,0.831954532,0.298901956,0.81235514,0.225067762,0.289683822,0.055958904,0.927378151,0.09245622,0.52920652,0.335260515
5,0.899525201,0.201200843,0.490223553,0.088524035,0.490988801,0.020288598,0.153617106,0.16060363,0.087528258,0.066592653
5,0.947954984,0.791574805,0.541891974,0.155271369,0.88441758,0.025542256,0.533003476,0.011386148,0.017845636,0.307424001
5,0.435798426,0.456176914,0.471420906,0.276668725,0.395852178,0.099673758,0.536472606,0.095765046,0.345262789,0.088723822
5,0.940292869,0.046410556,0.219215481,0.081238196,0.211340543,0.007676836,0.633262606,0.172389841,0.290920976,0.403227265
5,0.37199618,0.045199242,0.481065812,0.152505239,0.648835607,0.217201541,0.33269827,0.685481244,0.325072221,0.22792524
5,0.738410499,0.066174937,0.426820826,0.455456879,0.170300085,0.057548152,0.701569717,0.552686215,0.255454692,0.682632987
5,0.700373584,0.840708544,0.543058047,0.284970061,0.80520666,0.107811875,0.608323144,0.106399541,0.406297253,0.283050832
5,0.960169234,0.636893419,0.893771411,0.719937751,0.834560257,0.008358366,0.156400474,0.016071543,0.001741799,0.441907021
5,0.979985151,0.682577376,0.959802079,0.238962007,0.656852948,0.052653511,0.695293759,0.154557105,0.055386863,0.246329706
5,0.855714974,0.49375409,0.831634382,0.024707839,0.665897229,0.030332546,0.456178321,0.043469886,0.019864672,0.101618739
5,0.951558181,0.263624591,0.515803324,0.229641183,0.373476053,0.03219408,0.997030104,0.37702131,0.521528438,0.929214069
5,0.70645564,0.75535917,0.622707726,0.555845754,0.613701962,0.313643319,0.681739839,0.064497939,0.542151956,0.306143254
5,0.733037506,0.236761522,0.671835052,0.096620287,0.380843243,0.036271564,0.768102103,0.10407929,0.546497449,0.101695377
5,0.922993682,0.905991625,0.90163589,0.960010019,0.847492376,0.341044049,0.636566142,0.087729995,0.093951917,0.658972656
5,0.896808207,0.055477483,0.243517823,0.15899229,0.445119379,0.020581772,0.298576161,0.199992451,0.044432371,0.401070604
5,0.158988812,0.466733855,0.092459934,0.307784635,0.214452539,0.114799289,0.344934931,0.052446394,0.180189081,0.464484208
5,0.930481279,0.710245707,0.693781324,0.100233459,0.860436565,0.011620393,0.468197247,0.042827591,0.058392829,0.079824397
5,0.667570786,0.824891714,0.561646975,0.344155527,0.730187444,0.330093088,0.726587648,0.091921327,0.400021672,0.301606438
5,0.875146912,0.255978886,0.791632475,0.815276957,0.404385199,0.260928376,0.300883068,0.168099231,0.098477681,0.272563648
5,0.310327153,0.304329112,0.377016438,0.017440669,0.607620796,0.177962181,0.714104533,0.032798355,0.44250505,0.01027601
5,0.896155055,0.366085548,0.792760526,0.28616801,0.416862952,0.045846144,0.866892293,0.035651008,0.038925681,0.332413199
5,0.951618817,0.318431951,0.834531088,0.046223276,0.667329572,0.001161199,0.717619188,0.082600569,0.225366271,0.117508293
5,0.805014697,0.777832559,0.814573539,0.207710217,0.962876922,0.016103494,0.229351248,0.04288268,0.0405811,0.041991438
5,0.91562442,0.951182171,0.174197766,0.284419507,0.01236014,0.52374504,0.034667478,0.097875531,0.210009471,0.509247102
5,0.955651983,0.848279678,0.583486607,0.99441982,0.827143134,0.244566876,0.234761447,0.134179765,0.498670044,0.569204774
5,0.600497929,0.727824628,0.736850807,0.555800886,0.575068141,0.293590216,0.704642498,0.241716148,0.579660122,0.541544969
5,0.857728598,0.268744414,0.604341077,0.414703714,0.590177283,0.144906973,0.449315768,0.116860993,0.138388043,0.363333037
5,0.620370418,0.176036373,0.679930183,0.075321034,0.420308829,0.070059569,0.837160381,0.080836407,0.609013941,0.157628881
5,0.749111273,0.634738417,0.679207115,0.480558035,0.645057406,0.133863008,0.415871673,0.076274917,0.121518716,0.38040945
5,0.605851572,0.456564322,0.677031557,0.146550098,0.578845465,0.07273289,0.524115017,0.273471515,0.659306987,0.340702248
5,0.899705349,0.574971035,0.784251026,0.259383532,0.274979536,0.067616433,0.737894483,0.07606528,0.065137479,0.280890773
5,0.89554255,0.63263895,0.923335354,0.660375785,0.618433169,0.17929262,0.697396836,0.096300903,0.136724414,0.614641315
5,0.473636641,0.314515807,0.232210634,0.024522796,0.899165288,0.766043606,0.324187798,0.679855367,0.62160833,0.299697703
5,0.921724095,0.893135092,0.969488364,0.774590897,0.875718696,0.183197535,0.699758666,0.051143824,0.095167938,0.341919447
5,0.947823616,0.027888145,0.658843794,0.040606203,0.114282731,0.001202361,0.458612311,0.330773895,0.44349523,0.393391527
5,0.111317165,0.730761415,0.109175448,0.249129653,0.431235337,0.847820458,0.113314812,0.128926399,0.182999939,0.182504833
5,0.826235956,0.771320437,0.61136061,0.361614224,0.767355968,0.087439644,0.493407628,0.034215531,0.153406271,0.190923353
5,0.551615074,0.768807949,0.211855402,0.871573049,0.210549088,0.772008439,0.193532522,0.120616017,0.587273964,0.434061748
5,0.53614568,0.692050594,0.815553305,0.37487449,0.961487712,0.069784248,0.242101717,0.019603768,0.027543313,0.018914792
5,0.934559801,0.50502429,0.068188229,0.681507245,0.639173648,0.706546108,0.163320192,0.345581875,0.469383156,0.59923422
5,0.458855865,0.765363644,0.766873492,0.53932518,0.750899436,0.108737954,0.221605511,0.039836816,0.246698004,0.246563577
5,0.443829419,0.035152007,0.482453606,0.358323038,0.022233944,0.193626042,0.841303433,0.722258301,0.855468465,0.846960945
5,0.897874296,0.186407448,0.948472048,0.199890428,0.625738694,0.017248834,0.363235325,0.377785089,0.633407421,0.11818909
5,0.806216126,0.481497449,0.677892876,0.16503215,0.381462594,0.043376576,0.366783995,0.223202925,0.285805,0.104850204
5,0.700783004,0.720482593,0.252573318,0.38917527,0.488869477,0.055907846,0.350369628,0.021570271,0.154481153,0.482463046
5,0.090964204,0.558071006,0.015833627,0.669752682,0.100082089,0.767648551,0.790196401,0.59158921,0.525422938,0.907836525
5,0.975820804,0.388237025,0.80536103,0.286572841,0.589262985,0.005360433,0.775562375,0.034389637,0.08087635,0.234751391
5,0.671873272,0.602833231,0.519946034,0.041378672,0.900351839,0.029901985,0.737132631,0.041973495,0.214025357,0.091549373
5,0.799828813,0.698141984,0.360694744,0.561046316,0.679921186,0.195477871,0.631862114,0.008610898,0.009437838,0.598494571
5,0.675521635,0.544802313,0.62110935,0.36928662,0.620861774,0.351738206,0.556575635,0.120088966,0.290816903,0.331206896
5,0.441633347,0.896759361,0.779223338,0.859053357,0.340466453,0.743166895,0.340350533,0.058938101,0.955725862,0.664822997
5,0.875004015,0.940613226,0.653145369,0.458503213,0.900874559,0.235012537,0.315946124,0.015731415,0.204901797,0.248333127
5,0.381113726,0.646183854,0.700592655,0.151844587,0.845546509,0.104513696,0.460224598,0.028140115,0.21937109,0.105830357
5,0.460909856,0.816357005,0.449289318,0.622142205,0.792890672,0.129472354,0.41729261,0.024703991,0.08217873,0.373170606
5,0.434655987,0.787908863,0.397103353,0.30760516,0.674221132,0.092734686,0.44471563,0.044039456,0.412422065,0.209997536
5,0.883566261,0.736555065,0.785013545,0.092779055,0.923578947,0.010314331,0.752319072,0.018116205,0.042348902,0.134739639
5,0.985568283,0.475536886,0.387549501,0.737915677,0.792874536,0.137756173,0.114806676,0.015568096,0.005978591,0.579479369
5,0.722681822,0.422136755,0.528065555,0.038233729,0.811644167,0.040008873,0.678355796,0.104663048,0.200899713,0.488229424
5,0.228193845,0.44524065,0.146423885,0.052734876,0.406100283,0.347544392,0.49215379,0.334247533,0.285394556,0.213171873
5,0.917719651,0.288503563,0.259869322,0.095681482,0.193438356,0.013657445,0.63556821,0.045139704,0.321718312,0.137587784
5,0.956131595,0.209827758,0.580509925,0.071333438,0.361979341,0.020118287,0.783975173,0.092352855,0.417088631,0.313695712
5,0.63518226,0.73594024,0.610301542,0.247233348,0.798397066,0.083866752,0.544719373,0.03941466,0.180856031,0.156234594
5,0.719679616,0.233213382,0.62038585,0.4085509,0.39605974,0.100695726,0.562190174,0.433551426,0.488888227,0.633531374
5,0.624361968,0.350748191,0.504199525,0.00228039,0.737683379,0.037903447,0.744538215,0.653407083,0.915476141,0.369341906
5,0.58016225,0.782241571,0.304573741,0.516217899,0.72835917,0.31523181,0.324166619,0.044520207,0.121477805,0.040364521
5,0.343597647,0.689038652,0.68023629,0.484582536,0.355091524,0.646210729,0.250707494,0.164368839,0.463029443,0.700916696
